,date,name,value
878,2019-04,Bay Ridge,988
879,2019-04,Bay Terrace/Fort Totten,108
880,2019-04,Bayside,212
881,2019-04,Bedford,3434
882,2019-04,Bedford Park,841
883,2019-04,Bellerose,165
884,2019-04,Belmont,471
885,2019-04,Bensonhurst East,454
886,2019-04,Bensonhurst West,626
887,2019-04,Bloomfield/Emerson Hill,11
888,2019-04,Bloomingdale,1841
889,2019-04,Boerum Hill,11471
890,2019-04,Borough Park,833
891,2019-04,Breezy Point/Fort Tilden/Riis Beach,6
892,2019-04,Briarwood/Jamaica Hills,479
893,2019-04,Brighton Beach,557
894,2019-04,Broad Channel,4
895,2019-04,Bronx Park,264
896,2019-04,Bronxdale,500
897,2019-04,Brooklyn Heights,13365
898,2019-04,Brooklyn Navy Yard,155
899,2019-04,Brownsville,1455
900,2019-04,Bushwick North,1091
901,2019-04,Bushwick South,1090
902,2019-04,Cambria Heights,193
903,2019-04,Canarsie,1265
904,2019-04,Carroll Gardens,2691
905,2019-04,Central Harlem,30822
906,2019-04,Central Harlem North,18188
907,2019-04,Central Park,5884
908,2019-04,Charleston/Tottenville,1
909,2019-04,Chinatown,2
910,2019-04,City Island,52
911,2019-04,Claremont/Bathgate,622
912,2019-04,Clinton East,53
913,2019-04,Clinton Hill,4447
914,2019-04,Clinton West,6
915,2019-04,Co-Op City,913
916,2019-04,Cobble Hill,4959
917,2019-04,College Point,127
918,2019-04,Columbia Street,168
919,2019-04,Coney Island,1218
920,2019-04,Corona,2092
921,2019-04,Country Club,42
922,2019-04,Crotona Park,28
923,2019-04,Crotona Park East,422
924,2019-04,Crown Heights North,4780
925,2019-04,Crown Heights South,1252
926,2019-04,Cypress Hills,262
927,2019-04,DUMBO/Vinegar Hill,10093
928,2019-04,Douglaston,58
929,2019-04,Downtown Brooklyn/MetroTech,12675
930,2019-04,Dyker Heights,254
931,2019-04,East Chelsea,30
932,2019-04,East Concourse/Concourse Village,1847
933,2019-04,East Elmhurst,475
934,2019-04,East Flatbush/Farragut,1055
935,2019-04,East Flatbush/Remsen Village,1093
936,2019-04,East Flushing,100
937,2019-04,East Harlem North,39797
938,2019-04,East Harlem South,32996
939,2019-04,East New York,2106
940,2019-04,East New York/Pennsylvania Avenue,559
941,2019-04,East Tremont,850
942,2019-04,East Village,7
943,2019-04,East Williamsburg,2541
944,2019-04,Eastchester,500
945,2019-04,Elmhurst,23114
946,2019-04,Elmhurst/Maspeth,2612
947,2019-04,Eltingville/Annadale/Prince's Bay,1
948,2019-04,Erasmus,726
949,2019-04,Far Rockaway,164
950,2019-04,Financial District North,9
951,2019-04,Financial District South,2
952,2019-04,Flatbush/Ditmas Park,2040
953,2019-04,Flatiron,15
954,2019-04,Flatlands,1153
955,2019-04,Flushing,3835
956,2019-04,Flushing Meadows-Corona Park,1186
957,2019-04,Fordham South,368
958,2019-04,Forest Hills,14979
959,2019-04,Forest Park/Highland Park,26
960,2019-04,Fort Greene,14763
961,2019-04,Fresh Meadows,116
962,2019-04,Garment District,51
963,2019-04,Glen Oaks,102
964,2019-04,Glendale,272
965,2019-04,Gowanus,1071
966,2019-04,Gramercy,14
967,2019-04,Gravesend,411
968,2019-04,Great Kills,1
969,2019-04,Green-Wood Cemetery,14
970,2019-04,Greenpoint,3367
971,2019-04,Greenwich Village North,17
972,2019-04,Greenwich Village South,11
973,2019-04,Grymes Hill/Clifton,46
974,2019-04,Hamilton Heights,7936
975,2019-04,Hammels/Arverne,183
976,2019-04,Heartland Village/Todt Hill,3
977,2019-04,Highbridge,854
978,2019-04,Highbridge Park,57
979,2019-04,Hillcrest/Pomonok,630
980,2019-04,Hollis,290
981,2019-04,Homecrest,654
982,2019-04,Howard Beach,177
983,2019-04,Hudson Sq,4
984,2019-04,Hunts Point,507
985,2019-04,Inwood,1538
986,2019-04,Inwood Hill Park,75
987,2019-04,JFK Airport,67
988,2019-04,Jackson Heights,14118
989,2019-04,Jamaica,9136
990,2019-04,Jamaica Bay,1
991,2019-04,Jamaica Estates,422
992,2019-04,Kensington,384
993,2019-04,Kew Gardens,4214
994,2019-04,Kew Gardens Hills,364
995,2019-04,Kingsbridge Heights,768
996,2019-04,Kips Bay,10
997,2019-04,LaGuardia Airport,85
998,2019-04,Laurelton,242
999,2019-04,Lenox Hill East,7
1000,2019-04,Lenox Hill West,18
1001,2019-04,Lincoln Square East,26
1002,2019-04,Lincoln Square West,5
1003,2019-04,Little Italy/NoLiTa,8
1004,2019-04,Long Island City/Hunters Point,4906
1005,2019-04,Long Island City/Queens Plaza,2308
1006,2019-04,Longwood,472
1007,2019-04,Lower East Side,5
1008,2019-04,Madison,459
1009,2019-04,Manhattan Beach,307
1010,2019-04,Manhattan Valley,5
1011,2019-04,Manhattanville,4018
1012,2019-04,Marble Hill,197
1013,2019-04,Marine Park/Floyd Bennett Field,37
1014,2019-04,Marine Park/Mill Basin,688
1015,2019-04,Mariners Harbor,50
1016,2019-04,Maspeth,271
1017,2019-04,Meatpacking/West Village West,2
1018,2019-04,Melrose South,1751
1019,2019-04,Middle Village,289
1020,2019-04,Midtown Center,30
1021,2019-04,Midtown East,25
1022,2019-04,Midtown North,20
1023,2019-04,Midtown South,21
1024,2019-04,Midwood,806
1025,2019-04,Morningside Heights,22592
1026,2019-04,Morrisania/Melrose,810
1027,2019-04,Mott Haven/Port Morris,1679
1028,2019-04,Mount Hope,907
1029,2019-04,Murray Hill,34
1030,2019-04,Murray Hill-Queens,212
1031,2019-04,New Dorp/Midland Beach,2
1032,2019-04,Newark Airport,7
1033,2019-04,North Corona,1528
1034,2019-04,Norwood,1210
1035,2019-04,Oakland Gardens,142
1036,2019-04,Oakwood,1
1037,2019-04,Ocean Hill,830
1038,2019-04,Ocean Parkway South,212
1039,2019-04,Old Astoria,3060
1040,2019-04,Ozone Park,100
1041,2019-04,Park Slope,11273
1042,2019-04,Parkchester,1176
1043,2019-04,Pelham Bay,233
1044,2019-04,Pelham Bay Park,27
1045,2019-04,Pelham Parkway,646
1046,2019-04,Penn Station/Madison Sq West,41
1047,2019-04,Port Richmond,9
1048,2019-04,Prospect Heights,1322
1049,2019-04,Prospect Park,655
1050,2019-04,Prospect-Lefferts Gardens,2285
1051,2019-04,Queens Village,410
1052,2019-04,Queensboro Hill,363
1053,2019-04,Queensbridge/Ravenswood,1794
1054,2019-04,Randalls Island,35
1055,2019-04,Red Hook,663
1056,2019-04,Rego Park,4618
1057,2019-04,Richmond Hill,919
1058,2019-04,Ridgewood,358
1059,2019-04,Riverdale/North Riverdale/Fieldston,252
1060,2019-04,Rockaway Park,48
1061,2019-04,Roosevelt Island,59
1062,2019-04,Rosedale,182
1063,2019-04,Saint Albans,815
1064,2019-04,Saint George/New Brighton,50
1065,2019-04,Saint Michaels Cemetery/Woodside,77
1066,2019-04,Schuylerville/Edgewater Park,416
1067,2019-04,Seaport,7
1068,2019-04,Sheepshead Bay,2244
1069,2019-04,SoHo,3
1070,2019-04,Soundview/Bruckner,1058
1071,2019-04,Soundview/Castle Hill,1071
1072,2019-04,South Beach/Dongan Hills,8
1073,2019-04,South Jamaica,622
1074,2019-04,South Ozone Park,632
1075,2019-04,South Williamsburg,345
1076,2019-04,Springfield Gardens North,400
1077,2019-04,Springfield Gardens South,128
1078,2019-04,Spuyten Duyvil/Kingsbridge,780
1079,2019-04,Stapleton,11
1080,2019-04,Starrett City,484
1081,2019-04,Steinway,7446
1082,2019-04,Stuy Town/Peter Cooper Village,2
1083,2019-04,Stuyvesant Heights,1958
1084,2019-04,Sunnyside,3553
1085,2019-04,Sunset Park East,319
1086,2019-04,Sunset Park West,820
1087,2019-04,Sutton Place/Turtle Bay North,10
1088,2019-04,Times Sq/Theatre District,29
1089,2019-04,TriBeCa/Civic Center,10
1090,2019-04,Two Bridges/Seward Park,1
1091,2019-04,UN/Turtle Bay South,4
1092,2019-04,Union Sq,18
1093,2019-04,University Heights/Morris Heights,926
1094,2019-04,Upper East Side North,1108
1095,2019-04,Upper East Side South,14
1096,2019-04,Upper West Side North,9
1097,2019-04,Upper West Side South,17
1098,2019-04,Van Cortlandt Park,74
1099,2019-04,Van Cortlandt Village,614
1100,2019-04,Van Nest/Morris Park,1826
1101,2019-04,Washington Heights North,2692
1102,2019-04,Washington Heights South,13982
1103,2019-04,West Brighton,5
1104,2019-04,West Chelsea/Hudson Yards,16
1105,2019-04,West Concourse,2494
1106,2019-04,West Farms/Bronx River,522
1107,2019-04,West Village,6
1108,2019-04,Westchester Village/Unionport,700
1109,2019-04,Westerleigh,10
1110,2019-04,Whitestone,140
1111,2019-04,Willets Point,96
1112,2019-04,Williamsbridge/Olinville,816
1113,2019-04,Williamsburg (North Side),7910
1114,2019-04,Williamsburg (South Side),3025
1115,2019-04,Windsor Terrace,344
1116,2019-04,Woodhaven,323
1117,2019-04,Woodlawn/Wakefield,332
1118,2019-04,Woodside,10721
1119,2019-04,World Trade Center,10
1120,2019-04,Yorkville East,20
1121,2019-04,Yorkville West,322
1122,2019-05,Allerton/Pelham Gardens,332
1123,2019-05,Alphabet City,3
1124,2019-05,Arrochar/Fort Wadsworth,7
1125,2019-05,Astoria,22353
1126,2019-05,Astoria Park,3
1127,2019-05,Auburndale,187
1128,2019-05,Baisley Park,470
1129,2019-05,Bath Beach,181
1130,2019-05,Battery Park,1
1131,2019-05,Battery Park City,7
1132,2019-05,Bay Ridge,877
1133,2019-05,Bay Terrace/Fort Totten,88
1134,2019-05,Bayside,227
1135,2019-05,Bedford,3043
1136,2019-05,Bedford Park,729
1137,2019-05,Bellerose,145
1138,2019-05,Belmont,417
1139,2019-05,Bensonhurst East,430
1140,2019-05,Bensonhurst West,524
1141,2019-05,Bloomfield/Emerson Hill,4
1142,2019-05,Bloomingdale,2059
1143,2019-05,Boerum Hill,10616
1144,2019-05,Borough Park,829
1145,2019-05,Breezy Point/Fort Tilden/Riis Beach,10
1146,2019-05,Briarwood/Jamaica Hills,566
1147,2019-05,Brighton Beach,537
1148,2019-05,Broad Channel,3
1149,2019-05,Bronx Park,192
1150,2019-05,Bronxdale,450
1151,2019-05,Brooklyn Heights,13618
1152,2019-05,Brooklyn Navy Yard,225
1153,2019-05,Brownsville,1293
1154,2019-05,Bushwick North,958
1155,2019-05,Bushwick South,1097
1156,2019-05,Cambria Heights,206
1157,2019-05,Canarsie,1236
1158,2019-05,Carroll Gardens,2584
1159,2019-05,Central Harlem,29044
1160,2019-05,Central Harlem North,17327
1161,2019-05,Central Park,5584
1162,2019-05,Charleston/Tottenville,1
1163,2019-05,Chinatown,3
1164,2019-05,City Island,45
1165,2019-05,Claremont/Bathgate,575
1166,2019-05,Clinton East,46
1167,2019-05,Clinton Hill,4209
1168,2019-05,Clinton West,7
1169,2019-05,Co-Op City,907
1170,2019-05,Cobble Hill,4889
1171,2019-05,College Point,102
1172,2019-05,Columbia Street,174
1173,2019-05,Coney Island,1329
1174,2019-05,Corona,2072
1175,2019-05,Country Club,51
1176,2019-05,Crotona Park,20
1177,2019-05,Crotona Park East,351
1178,2019-05,Crown Heights North,4405
1179,2019-05,Crown Heights South,1096
1180,2019-05,Cypress Hills,333
1181,2019-05,DUMBO/Vinegar Hill,9715
1182,2019-05,Douglaston,55
1183,2019-05,Downtown Brooklyn/MetroTech,11840
1184,2019-05,Dyker Heights,218
1185,2019-05,East Chelsea,29
1186,2019-05,East Concourse/Concourse Village,1833
1187,2019-05,East Elmhurst,501
1188,2019-05,East Flatbush/Farragut,1001
1189,2019-05,East Flatbush/Remsen Village,1095
1190,2019-05,East Flushing,101
1191,2019-05,East Harlem North,40174
1192,2019-05,East Harlem South,33365
1193,2019-05,East New York,2096
1194,2019-05,East New York/Pennsylvania Avenue,525
1195,2019-05,East Tremont,832
1196,2019-05,East Village,13
1197,2019-05,East Williamsburg,2281
1198,2019-05,Eastchester,444
1199,2019-05,Elmhurst,24817
1200,2019-05,Elmhurst/Maspeth,2994
1201,2019-05,Eltingville/Annadale/Prince's Bay,1
1202,2019-05,Erasmus,617
1203,2019-05,Far Rockaway,181
1204,2019-05,Financial District North,13
1205,2019-05,Financial District South,4
1206,2019-05,Flatbush/Ditmas Park,1729
1207,2019-05,Flatiron,19
1208,2019-05,Flatlands,1008
1209,2019-05,Flushing,4093
1210,2019-05,Flushing Meadows-Corona Park,1259
1211,2019-05,Fordham South,373
1212,2019-05,Forest Hills,16139
1213,2019-05,Forest Park/Highland Park,37
1214,2019-05,Fort Greene,13636
1215,2019-05,Fresh Meadows,109
1216,2019-05,Garment District,38
1217,2019-05,Glen Oaks,101
1218,2019-05,Glendale,267
1219,2019-05,Gowanus,1050
1220,2019-05,Gramercy,15
1221,2019-05,Gravesend,383
1222,2019-05,Green-Wood Cemetery,19
1223,2019-05,Greenpoint,2769
1224,2019-05,Greenwich Village North,7
1225,2019-05,Greenwich Village South,14
1226,2019-05,Grymes Hill/Clifton,45
1227,2019-05,Hamilton Heights,8042
1228,2019-05,Hammels/Arverne,212
1229,2019-05,Heartland Village/Todt Hill,6
1230,2019-05,Highbridge,769
1231,2019-05,Highbridge Park,60
1232,2019-05,Hillcrest/Pomonok,767
1233,2019-05,Hollis,297
1234,2019-05,Homecrest,551
1235,2019-05,Howard Beach,169
1236,2019-05,Hudson Sq,5
1237,2019-05,Hunts Point,478
1238,2019-05,Inwood,1573
1239,2019-05,Inwood Hill Park,83
1240,2019-05,JFK Airport,103
1241,2019-05,Jackson Heights,14679
1242,2019-05,Jamaica,9444
1243,2019-05,Jamaica Bay,2
1244,2019-05,Jamaica Estates,355
1245,2019-05,Kensington,413
1246,2019-05,Kew Gardens,4381
1247,2019-05,Kew Gardens Hills,408
1248,2019-05,Kingsbridge Heights,641
1249,2019-05,Kips Bay,12
1250,2019-05,LaGuardia Airport,89
1251,2019-05,Laurelton,266
1252,2019-05,Lenox Hill East,26
1253,2019-05,Lenox Hill West,11
1254,2019-05,Lincoln Square East,24
1255,2019-05,Lincoln Square West,3
1256,2019-05,Little Italy/NoLiTa,9
1257,2019-05,Long Island City/Hunters Point,4343
1258,2019-05,Long Island City/Queens Plaza,1960
1259,2019-05,Longwood,456
1260,2019-05,Lower East Side,9
1261,2019-05,Madison,418
1262,2019-05,Manhattan Beach,314
1263,2019-05,Manhattan Valley,8
1264,2019-05,Manhattanville,4184
1265,2019-05,Marble Hill,230
1266,2019-05,Marine Park/Floyd Bennett Field,32
1267,2019-05,Marine Park/Mill Basin,583
1268,2019-05,Mariners Harbor,70
1269,2019-05,Maspeth,379
1270,2019-05,Meatpacking/West Village West,7
1271,2019-05,Melrose South,1762
1272,2019-05,Middle Village,271
1273,2019-05,Midtown Center,26
1274,2019-05,Midtown East,34
1275,2019-05,Midtown North,30
1276,2019-05,Midtown South,28
1277,2019-05,Midwood,726
1278,2019-05,Morningside Heights,22959
1279,2019-05,Morrisania/Melrose,734
1280,2019-05,Mott Haven/Port Morris,1748
1281,2019-05,Mount Hope,812
1282,2019-05,Murray Hill,23
1283,2019-05,Murray Hill-Queens,195
1284,2019-05,New Dorp/Midland Beach,4
1285,2019-05,Newark Airport,4
1286,2019-05,North Corona,1700
1287,2019-05,Norwood,1050
1288,2019-05,Oakland Gardens,99
1289,2019-05,Oakwood,1
1290,2019-05,Ocean Hill,840
1291,2019-05,Ocean Parkway South,215
1292,2019-05,Old Astoria,3074
1293,2019-05,Ozone Park,102
1294,2019-05,Park Slope,10731
1295,2019-05,Parkchester,1162
1296,2019-05,Pelham Bay,204
1297,2019-05,Pelham Bay Park,36
1298,2019-05,Pelham Parkway,618
1299,2019-05,Penn Station/Madison Sq West,51
1300,2019-05,Port Richmond,8
1301,2019-05,Prospect Heights,1295
1302,2019-05,Prospect Park,584
1303,2019-05,Prospect-Lefferts Gardens,2180
1304,2019-05,Queens Village,341
1305,2019-05,Queensboro Hill,406
1306,2019-05,Queensbridge/Ravenswood,1532
1307,2019-05,Randalls Island,128
1308,2019-05,Red Hook,759
1309,2019-05,Rego Park,4532
1310,2019-05,Richmond Hill,917
1311,2019-05,Ridgewood,346
1312,2019-05,Rikers Island,1
1313,2019-05,Riverdale/North Riverdale/Fieldston,266
1314,2019-05,Rockaway Park,46
1315,2019-05,Roosevelt Island,63
1316,2019-05,Rosedale,195
1317,2019-05,Rossville/Woodrow,1
1318,2019-05,Saint Albans,822
1319,2019-05,Saint George/New Brighton,29
1320,2019-05,Saint Michaels Cemetery/Woodside,62
1321,2019-05,Schuylerville/Edgewater Park,400
1322,2019-05,Seaport,5
1323,2019-05,Sheepshead Bay,2209
1324,2019-05,SoHo,2
1325,2019-05,Soundview/Bruckner,980
1326,2019-05,Soundview/Castle Hill,946
1327,2019-05,South Beach/Dongan Hills,3
1328,2019-05,South Jamaica,589
1329,2019-05,South Ozone Park,637
1330,2019-05,South Williamsburg,298
1331,2019-05,Springfield Gardens North,408
1332,2019-05,Springfield Gardens South,111
1333,2019-05,Spuyten Duyvil/Kingsbridge,658
1334,2019-05,Stapleton,14
1335,2019-05,Starrett City,432
1336,2019-05,Steinway,7184
1337,2019-05,Stuy Town/Peter Cooper Village,3
1338,2019-05,Stuyvesant Heights,1746
1339,2019-05,Sunnyside,3700
1340,2019-05,Sunset Park East,305
1341,2019-05,Sunset Park West,781
1342,2019-05,Sutton Place/Turtle Bay North,9
1343,2019-05,Times Sq/Theatre District,35
1344,2019-05,TriBeCa/Civic Center,13
1345,2019-05,Two Bridges/Seward Park,7
1346,2019-05,UN/Turtle Bay South,6
1347,2019-05,Union Sq,16
1348,2019-05,University Heights/Morris Heights,835
1349,2019-05,Upper East Side North,1346
1350,2019-05,Upper East Side South,15
1351,2019-05,Upper West Side North,12
1352,2019-05,Upper West Side South,20
1353,2019-05,Van Cortlandt Park,68
1354,2019-05,Van Cortlandt Village,537
1355,2019-05,Van Nest/Morris Park,1633
1356,2019-05,Washington Heights North,2780
1357,2019-05,Washington Heights South,13817
1358,2019-05,West Brighton,1
1359,2019-05,West Chelsea/Hudson Yards,12
1360,2019-05,West Concourse,2469
1361,2019-05,West Farms/Bronx River,547
1362,2019-05,West Village,18
1363,2019-05,Westchester Village/Unionport,602
1364,2019-05,Westerleigh,11
1365,2019-05,Whitestone,122
1366,2019-05,Willets Point,72
1367,2019-05,Williamsbridge/Olinville,752
1368,2019-05,Williamsburg (North Side),6500
1369,2019-05,Williamsburg (South Side),2377
1370,2019-05,Windsor Terrace,320
1371,2019-05,Woodhaven,309
1372,2019-05,Woodlawn/Wakefield,285
1373,2019-05,Woodside,10923
1374,2019-05,World Trade Center,10
1375,2019-05,Yorkville East,12
1376,2019-05,Yorkville West,341
1377,2019-06,Allerton/Pelham Gardens,239
1378,2019-06,Alphabet City,4
1379,2019-06,Arden Heights,1
1380,2019-06,Arrochar/Fort Wadsworth,4
1381,2019-06,Astoria,21355
1382,2019-06,Astoria Park,17
1383,2019-06,Auburndale,137
1384,2019-06,Baisley Park,380
1385,2019-06,Bath Beach,165
1386,2019-06,Battery Park,2
1387,2019-06,Battery Park City,3
1388,2019-06,Bay Ridge,901
1389,2019-06,Bay Terrace/Fort Totten,82
1390,2019-06,Bayside,201
1391,2019-06,Bedford,2818
1392,2019-06,Bedford Park,603
1393,2019-06,Bellerose,129
1394,2019-06,Belmont,432
1395,2019-06,Bensonhurst East,370
1396,2019-06,Bensonhurst West,449
1397,2019-06,Bloomfield/Emerson Hill,6
1398,2019-06,Bloomingdale,2087
1399,2019-06,Boerum Hill,8916
1400,2019-06,Borough Park,670
1401,2019-06,Breezy Point/Fort Tilden/Riis Beach,7
1402,2019-06,Briarwood/Jamaica Hills,441
1403,2019-06,Brighton Beach,452
1404,2019-06,Broad Channel,8
1405,2019-06,Bronx Park,235
1406,2019-06,Bronxdale,329
1407,2019-06,Brooklyn Heights,12117
1408,2019-06,Brooklyn Navy Yard,166
1409,2019-06,Brownsville,1127
1410,2019-06,Bushwick North,1091
1411,2019-06,Bushwick South,1048
1412,2019-06,Cambria Heights,129
1413,2019-06,Canarsie,1043
1414,2019-06,Carroll Gardens,2220
1415,2019-06,Central Harlem,28425
1416,2019-06,Central Harlem North,17041
1417,2019-06,Central Park,5083
1418,2019-06,Chinatown,1
1419,2019-06,City Island,50
1420,2019-06,Claremont/Bathgate,510
1421,2019-06,Clinton East,1
1422,2019-06,Clinton Hill,3873
1423,2019-06,Clinton West,5
1424,2019-06,Co-Op City,684
1425,2019-06,Cobble Hill,4136
1426,2019-06,College Point,129
1427,2019-06,Columbia Street,169
1428,2019-06,Coney Island,1270
1429,2019-06,Corona,2122
1430,2019-06,Country Club,43
1431,2019-06,Crotona Park,20
1432,2019-06,Crotona Park East,343
1433,2019-06,Crown Heights North,4146
1434,2019-06,Crown Heights South,1008
1435,2019-06,Cypress Hills,264
1436,2019-06,DUMBO/Vinegar Hill,9643
1437,2019-06,Douglaston,54
1438,2019-06,Downtown Brooklyn/MetroTech,10062
1439,2019-06,Dyker Heights,193
1440,2019-06,East Chelsea,3
1441,2019-06,East Concourse/Concourse Village,1637
1442,2019-06,East Elmhurst,558
1443,2019-06,East Flatbush/Farragut,819
1444,2019-06,East Flatbush/Remsen Village,925
1445,2019-06,East Flushing,86
1446,2019-06,East Harlem North,39086
1447,2019-06,East Harlem South,30440
1448,2019-06,East New York,1557
1449,2019-06,East New York/Pennsylvania Avenue,479
1450,2019-06,East Tremont,634
1451,2019-06,East Village,2
1452,2019-06,East Williamsburg,2752
1453,2019-06,Eastchester,340
1454,2019-06,Elmhurst,24085
1455,2019-06,Elmhurst/Maspeth,2754
1456,2019-06,Erasmus,584
1457,2019-06,Far Rockaway,166
1458,2019-06,Financial District North,1
1459,2019-06,Financial District South,2
1460,2019-06,Flatbush/Ditmas Park,1685
1461,2019-06,Flatiron,1
1462,2019-06,Flatlands,868
1463,2019-06,Flushing,4521
1464,2019-06,Flushing Meadows-Corona Park,1409
1465,2019-06,Fordham South,321
1466,2019-06,Forest Hills,15096
1467,2019-06,Forest Park/Highland Park,44
1468,2019-06,Fort Greene,12990
1469,2019-06,Fresh Meadows,106
1470,2019-06,Garment District,1
1471,2019-06,Glen Oaks,65
1472,2019-06,Glendale,268
